node_loc,technology,year_vtg,year_act,time,value,unit
R12_RCPA,h2_NH3,2110,2110,year,0.913242,-
R12_SAS,h2_NH3,2030,2030,year,0.913242,-
R12_SAS,h2_NH3,2030,2035,year,0.913242,-
R12_SAS,h2_NH3,2030,2040,year,0.913242,-
R12_SAS,h2_NH3,2030,2045,year,0.913242,-
R12_SAS,h2_NH3,2030,2050,year,0.913242,-
R12_SAS,h2_NH3,2030,2055,year,0.913242,-
R12_SAS,h2_NH3,2035,2035,year,0.913242,-
R12_SAS,h2_NH3,2035,2040,year,0.913242,-
R12_SAS,h2_NH3,2035,2045,year,0.913242,-
R12_SAS,h2_NH3,2035,2050,year,0.913242,-
R12_SAS,h2_NH3,2035,2055,year,0.913242,-
R12_SAS,h2_NH3,2035,2060,year,0.913242,-
R12_SAS,h2_NH3,2040,2040,year,0.913242,-
R12_SAS,h2_NH3,2040,2045,year,0.913242,-
R12_SAS,h2_NH3,2040,2050,year,0.913242,-
R12_SAS,h2_NH3,2040,2055,year,0.913242,-
R12_SAS,h2_NH3,2040,2060,year,0.913242,-
R12_SAS,h2_NH3,2040,2070,year,0.913242,-
R12_SAS,h2_NH3,2045,2045,year,0.913242,-
R12_SAS,h2_NH3,2045,2050,year,0.913242,-
R12_SAS,h2_NH3,2045,2055,year,0.913242,-
R12_SAS,h2_NH3,2045,2060,year,0.913242,-
R12_SAS,h2_NH3,2045,2070,year,0.913242,-
R12_SAS,h2_NH3,2050,2050,year,0.913242,-
R12_SAS,h2_NH3,2050,2055,year,0.913242,-
R12_SAS,h2_NH3,2050,2060,year,0.913242,-
R12_SAS,h2_NH3,2050,2070,year,0.913242,-
R12_SAS,h2_NH3,2050,2080,year,0.913242,-
R12_SAS,h2_NH3,2055,2055,year,0.913242,-
R12_SAS,h2_NH3,2055,2060,year,0.913242,-
R12_SAS,h2_NH3,2055,2070,year,0.913242,-
R12_SAS,h2_NH3,2055,2080,year,0.913242,-
R12_SAS,h2_NH3,2060,2060,year,0.913242,-
R12_SAS,h2_NH3,2060,2070,year,0.913242,-
R12_SAS,h2_NH3,2060,2080,year,0.913242,-
R12_SAS,h2_NH3,2060,2090,year,0.913242,-
R12_SAS,h2_NH3,2070,2070,year,0.913242,-
R12_SAS,h2_NH3,2070,2080,year,0.913242,-
R12_SAS,h2_NH3,2070,2090,year,0.913242,-
R12_SAS,h2_NH3,2080,2080,year,0.913242,-
R12_SAS,h2_NH3,2080,2090,year,0.913242,-
R12_SAS,h2_NH3,2080,2100,year,0.913242,-
R12_SAS,h2_NH3,2090,2090,year,0.913242,-
R12_SAS,h2_NH3,2090,2100,year,0.913242,-
R12_SAS,h2_NH3,2090,2110,year,0.913242,-
R12_SAS,h2_NH3,2100,2100,year,0.913242,-
R12_SAS,h2_NH3,2100,2110,year,0.913242,-
R12_SAS,h2_NH3,2110,2110,year,0.913242,-
R12_WEU,h2_NH3,2030,2030,year,0.913242,-
R12_WEU,h2_NH3,2030,2035,year,0.913242,-
R12_WEU,h2_NH3,2030,2040,year,0.913242,-
R12_WEU,h2_NH3,2030,2045,year,0.913242,-
R12_WEU,h2_NH3,2030,2050,year,0.913242,-
R12_WEU,h2_NH3,2030,2055,year,0.913242,-
R12_WEU,h2_NH3,2035,2035,year,0.913242,-
R12_WEU,h2_NH3,2035,2040,year,0.913242,-
R12_WEU,h2_NH3,2035,2045,year,0.913242,-
R12_WEU,h2_NH3,2035,2050,year,0.913242,-
R12_WEU,h2_NH3,2035,2055,year,0.913242,-
R12_WEU,h2_NH3,2035,2060,year,0.913242,-
R12_WEU,h2_NH3,2040,2040,year,0.913242,-
R12_WEU,h2_NH3,2040,2045,year,0.913242,-
R12_WEU,h2_NH3,2040,2050,year,0.913242,-
R12_WEU,h2_NH3,2040,2055,year,0.913242,-
R12_WEU,h2_NH3,2040,2060,year,0.913242,-
R12_WEU,h2_NH3,2040,2070,year,0.913242,-
R12_WEU,h2_NH3,2045,2045,year,0.913242,-
R12_WEU,h2_NH3,2045,2050,year,0.913242,-
R12_WEU,h2_NH3,2045,2055,year,0.913242,-
R12_WEU,h2_NH3,2045,2060,year,0.913242,-
R12_WEU,h2_NH3,2045,2070,year,0.913242,-
R12_WEU,h2_NH3,2050,2050,year,0.913242,-
R12_WEU,h2_NH3,2050,2055,year,0.913242,-
R12_WEU,h2_NH3,2050,2060,year,0.913242,-
R12_WEU,h2_NH3,2050,2070,year,0.913242,-
R12_WEU,h2_NH3,2050,2080,year,0.913242,-
R12_WEU,h2_NH3,2055,2055,year,0.913242,-
R12_WEU,h2_NH3,2055,2060,year,0.913242,-
R12_WEU,h2_NH3,2055,2070,year,0.913242,-
R12_WEU,h2_NH3,2055,2080,year,0.913242,-
R12_WEU,h2_NH3,2060,2060,year,0.913242,-
R12_WEU,h2_NH3,2060,2070,year,0.913242,-
R12_WEU,h2_NH3,2060,2080,year,0.913242,-
R12_WEU,h2_NH3,2060,2090,year,0.913242,-
R12_WEU,h2_NH3,2070,2070,year,0.913242,-
R12_WEU,h2_NH3,2070,2080,year,0.913242,-
R12_WEU,h2_NH3,2070,2090,year,0.913242,-
R12_WEU,h2_NH3,2080,2080,year,0.913242,-
R12_WEU,h2_NH3,2080,2090,year,0.913242,-
R12_WEU,h2_NH3,2080,2100,year,0.913242,-
R12_WEU,h2_NH3,2090,2090,year,0.913242,-
R12_WEU,h2_NH3,2090,2100,year,0.913242,-
R12_WEU,h2_NH3,2090,2110,year,0.913242,-
R12_WEU,h2_NH3,2100,2100,year,0.913242,-
R12_WEU,h2_NH3,2100,2110,year,0.913242,-
R12_WEU,h2_NH3,2110,2110,year,0.913242,-
